timestamp,machine_id,machine_type,spindle_speed_rpm,cutting_force_n,motor_temperature_celsius,coolant_temperature_celsius,coolant_flow_rate_l_min,vibration_mm_per_s,tool_wear_percent,operation_time_hours,parts_produced,status,time_since_maintenance,hour_of_day,day_of_week
2025-05-09T13:28:33.704529,CNC-2645fa,CNC_MACHINE,4848.43,126.04,62.0,25.26,3.56,0.818,95.0,251.86,3054,NORMAL,118.85,13,4
2025-05-09T13:28:33.704529,CNC-601eea,CNC_MACHINE,4922.93,106.15,94.57,23.7,3.47,0.482,95.52,254.18,3074,FAILURE,121.97,13,4
2025-05-09T14:28:33.704529,CNC-cd1809,CNC_MACHINE,4960.38,107.54,70.48,26.2,3.49,1.264,100.0,252.05,3056,FAILURE,41.99,14,4
2025-05-09T14:28:33.704529,CNC-714ac9,CNC_MACHINE,4781.37,121.86,94.25,25.03,3.5,0.384,100.0,254.77,3078,FAILURE,11.01,14,4
2025-05-09T14:28:33.704529,CNC-2645fa,CNC_MACHINE,5683.93,126.04,62.0,25.26,3.56,0.818,95.0,251.98,3057,FAILURE,118.97,14,4
2025-05-09T14:28:33.704529,CNC-601eea,CNC_MACHINE,4922.93,106.15,94.57,32.22,2.18,0.482,95.52,254.3,3076,FAILURE,122.09,14,4
2025-05-09T15:28:33.704529,CNC-cd1809,CNC_MACHINE,4960.38,107.54,88.61,26.2,3.49,1.264,100.0,252.29,3057,FAILURE,42.24,15,4
2025-05-09T15:28:33.704529,CNC-714ac9,CNC_MACHINE,5663.45,121.86,94.25,25.03,3.5,0.384,100.0,254.9,3081,FAILURE,11.14,15,4
2025-05-09T15:28:33.704529,CNC-2645fa,CNC_MACHINE,4899.1,127.9,63.48,26.07,3.44,0.81,97.2,252.15,3058,NORMAL,119.14,15,4
2025-05-09T15:28:33.704529,CNC-601eea,CNC_MACHINE,4726.91,121.01,74.42,24.1,3.46,0.81,95.11,254.45,3079,NORMAL,122.24,15,4
2025-05-09T16:28:33.704529,CNC-cd1809,CNC_MACHINE,4983.44,108.79,71.32,28.14,3.51,0.864,100.0,252.48,3060,FAILURE,42.43,16,4
2025-05-09T16:28:33.704529,CNC-714ac9,CNC_MACHINE,4850.94,133.62,64.12,27.28,3.47,0.182,100.0,255.01,3084,FAILURE,11.25,16,4
2025-05-09T16:28:33.704529,CNC-2645fa,CNC_MACHINE,4938.95,125.41,76.4,25.9,3.48,0.339,95.12,252.3,3061,NORMAL,119.3,16,4
2025-05-09T16:28:33.704529,CNC-601eea,CNC_MACHINE,5206.86,129.79,62.43,27.09,3.58,0.06,100.0,254.58,3080,FAILURE,122.38,16,4
2025-05-09T17:28:33.704529,CNC-cd1809,CNC_MACHINE,5056.78,116.86,77.7,28.02,3.56,0.138,100.0,252.58,3061,FAILURE,42.52,17,4
2025-05-09T17:28:33.704529,CNC-714ac9,CNC_MACHINE,5020.8,120.68,59.86,26.06,3.56,0.468,100.0,255.24,3085,FAILURE,11.48,17,4
2025-05-09T17:28:33.704529,CNC-2645fa,CNC_MACHINE,4938.95,125.41,84.47,25.9,3.48,0.339,95.12,252.5,3062,FAILURE,119.5,17,4
2025-05-09T17:28:33.704529,CNC-601eea,CNC_MACHINE,5994.06,129.79,62.43,27.09,3.58,0.06,100.0,254.74,3082,FAILURE,122.53,17,4
2025-05-09T18:28:33.704529,CNC-cd1809,CNC_MACHINE,5739.39,116.86,77.7,28.02,3.56,0.138,100.0,252.8,3063,FAILURE,42.75,18,4
2025-05-09T18:28:33.704529,CNC-714ac9,CNC_MACHINE,5209.58,107.62,65.84,25.96,3.49,0.218,100.0,255.36,3087,FAILURE,11.6,18,4
2025-05-09T18:28:33.704529,CNC-2645fa,CNC_MACHINE,4938.95,125.41,84.47,34.81,2.2,0.339,95.12,252.64,3064,FAILURE,119.64,18,4
2025-05-09T18:28:33.704529,CNC-601eea,CNC_MACHINE,4878.96,135.22,67.12,26.07,3.46,0.748,93.02,254.88,3083,FAILURE,122.67,18,4
2025-05-09T19:28:33.704529,CNC-cd1809,CNC_MACHINE,4851.78,129.47,61.46,22.93,3.55,0.411,100.0,252.91,3065,FAILURE,42.86,19,4
2025-05-09T19:28:33.704529,CNC-714ac9,CNC_MACHINE,5209.58,107.62,65.84,32.53,2.05,0.218,100.0,255.53,3089,FAILURE,11.77,19,4
2025-05-09T19:28:33.704529,CNC-2645fa,CNC_MACHINE,5092.02,131.09,68.03,21.98,3.52,0.046,98.83,252.75,3066,NORMAL,119.75,19,4
2025-05-09T19:28:33.704529,CNC-601eea,CNC_MACHINE,5082.03,110.82,62.1,27.52,3.46,0.182,97.23,255.08,3085,NORMAL,122.87,19,4
2025-05-09T20:28:33.704529,CNC-cd1809,CNC_MACHINE,4851.78,129.47,92.03,22.93,3.55,0.411,100.0,253.07,3068,FAILURE,43.01,20,4
2025-05-09T20:28:33.704529,CNC-714ac9,CNC_MACHINE,5088.86,124.04,73.34,23.82,3.54,0.277,100.0,255.74,3092,FAILURE,11.98,20,4
2025-05-09T20:28:33.704529,CNC-2645fa,CNC_MACHINE,4733.86,104.63,73.17,27.32,3.48,0.201,93.47,252.96,3067,NORMAL,119.95,20,4
2025-05-09T20:28:33.704529,CNC-601eea,CNC_MACHINE,4868.0,118.66,70.22,23.93,3.51,0.598,92.28,255.18,3088,FAILURE,122.97,20,4
2025-05-09T21:28:33.704529,CNC-cd1809,CNC_MACHINE,4870.1,108.28,67.14,22.76,3.51,0.116,100.0,253.2,3070,FAILURE,43.15,21,4
2025-05-09T21:28:33.704529,CNC-714ac9,CNC_MACHINE,5088.86,124.04,73.34,34.56,1.81,0.277,100.0,255.98,3094,FAILURE,12.22,21,4
2025-05-09T21:28:33.704529,CNC-2645fa,CNC_MACHINE,4733.86,104.63,90.48,27.32,3.48,0.201,93.47,253.09,3068,FAILURE,120.08,21,4
2025-05-09T21:28:33.704529,CNC-601eea,CNC_MACHINE,4723.11,129.15,74.93,23.51,3.48,0.816,93.45,255.37,3090,FAILURE,123.16,21,4
2025-05-09T22:28:33.704529,CNC-cd1809,CNC_MACHINE,5053.6,117.82,77.37,22.49,3.55,0.598,100.0,253.37,3072,NORMAL,43.32,22,4
2025-05-09T22:28:33.704529,CNC-714ac9,CNC_MACHINE,4744.39,128.1,59.88,23.61,3.54,0.2,100.0,256.08,3095,NORMAL,12.32,22,4
2025-05-09T22:28:33.704529,CNC-2645fa,CNC_MACHINE,4176.26,104.63,90.48,27.32,3.48,0.201,93.47,253.23,3070,FAILURE,120.22,22,4
2025-05-09T22:28:33.704529,CNC-601eea,CNC_MACHINE,5031.4,110.32,75.81,24.48,3.44,0.558,99.0,255.55,3092,NORMAL,123.34,22,4
2025-05-09T23:28:33.704529,CNC-cd1809,CNC_MACHINE,5069.18,106.18,63.82,26.27,3.51,0.283,100.0,253.6,3074,NORMAL,43.54,23,4
2025-05-09T23:28:33.704529,CNC-714ac9,CNC_MACHINE,4849.05,116.34,70.22,28.15,3.56,0.012,100.0,256.31,3097,NORMAL,12.55,23,4
2025-05-09T23:28:33.704529,CNC-2645fa,CNC_MACHINE,4853.76,111.39,67.76,24.19,3.54,0.39,96.58,253.39,3071,FAILURE,120.38,23,4
2025-05-09T23:28:33.704529,CNC-601eea,CNC_MACHINE,4964.54,119.65,60.32,27.8,3.45,0.538,92.52,255.77,3095,NORMAL,123.57,23,4
2025-05-10T00:28:33.704529,CNC-cd1809,CNC_MACHINE,5000.91,128.3,72.17,25.11,3.49,-0.068,100.0,253.78,3075,FAILURE,43.72,0,5
2025-05-10T00:28:33.704529,CNC-714ac9,CNC_MACHINE,4915.27,116.44,63.24,25.78,3.57,0.61,100.0,256.46,3099,NORMAL,12.7,0,5
2025-05-10T00:28:33.704529,CNC-2645fa,CNC_MACHINE,5013.41,112.39,65.26,25.83,3.47,0.705,98.42,253.58,3072,FAILURE,120.58,0,5
2025-05-10T00:28:33.704529,CNC-601eea,CNC_MACHINE,5056.61,111.06,78.0,27.09,3.47,0.758,96.42,255.9,3098,NORMAL,123.69,0,5
2025-05-10T01:28:33.704529,CNC-cd1809,CNC_MACHINE,5030.76,116.65,60.59,23.64,3.51,0.281,100.0,253.98,3076,FAILURE,43.93,1,5
2025-05-10T01:28:33.704529,CNC-714ac9,CNC_MACHINE,4928.09,114.32,71.61,27.49,3.49,0.124,100.0,256.62,3100,FAILURE,12.86,1,5
2025-05-10T01:28:33.704529,CNC-2645fa,CNC_MACHINE,5223.7,127.24,75.5,26.63,3.55,0.008,97.02,253.72,3073,FAILURE,120.71,1,5
2025-05-10T01:28:33.704529,CNC-601eea,CNC_MACHINE,4751.39,119.72,75.56,28.13,3.5,0.461,100.0,256.06,3101,FAILURE,123.85,1,5
2025-05-10T02:28:33.704529,CNC-cd1809,CNC_MACHINE,4994.0,120.33,70.95,27.11,3.45,0.779,100.0,254.1,3079,FAILURE,44.05,2,5
2025-05-10T02:28:33.704529,CNC-714ac9,CNC_MACHINE,4928.09,114.32,71.61,37.03,2.16,0.124,100.0,256.77,3101,FAILURE,13.01,2,5
2025-05-10T02:28:33.704529,CNC-2645fa,CNC_MACHINE,5223.7,127.24,75.5,33.93,2.07,0.008,97.02,253.97,3075,FAILURE,120.96,2,5
2025-05-10T02:28:33.704529,CNC-601eea,CNC_MACHINE,4751.39,119.72,75.56,28.13,3.5,1.8,100.0,256.15,3103,FAILURE,123.94,2,5
2025-05-10T03:28:33.704529,CNC-cd1809,CNC_MACHINE,4868.11,121.56,71.27,27.38,3.46,0.131,100.0,254.22,3080,NORMAL,44.16,3,5
2025-05-10T03:28:33.704529,CNC-714ac9,CNC_MACHINE,4928.09,114.32,71.61,35.4,2.12,0.124,100.0,256.88,3103,FAILURE,13.12,3,5
2025-05-10T03:28:33.704529,CNC-2645fa,CNC_MACHINE,5163.45,129.35,69.67,24.23,3.44,0.648,94.22,254.18,3077,NORMAL,121.17,3,5
2025-05-10T03:28:33.704529,CNC-601eea,CNC_MACHINE,5967.33,119.72,75.56,28.13,3.5,1.8,100.0,256.31,3106,FAILURE,124.1,3,5
2025-05-10T04:28:33.704529,CNC-cd1809,CNC_MACHINE,4868.11,121.56,91.21,27.38,3.46,0.131,100.0,254.41,3083,FAILURE,44.36,4,5
2025-05-10T04:28:33.704529,CNC-714ac9,CNC_MACHINE,4928.09,114.32,71.61,32.89,2.35,0.124,100.0,257.05,3106,FAILURE,13.29,4,5
2025-05-10T04:28:33.704529,CNC-2645fa,CNC_MACHINE,5006.06,114.96,75.85,27.0,3.49,0.51,95.52,254.31,3078,NORMAL,121.3,4,5
2025-05-10T04:28:33.704529,CNC-601eea,CNC_MACHINE,5967.33,119.72,87.44,28.13,3.5,1.8,100.0,256.53,3109,FAILURE,124.32,4,5
2025-05-10T05:28:33.704529,CNC-cd1809,CNC_MACHINE,4070.46,121.56,91.21,27.38,3.46,0.131,100.0,254.55,3084,FAILURE,44.49,5,5
2025-05-10T05:28:33.704529,CNC-714ac9,CNC_MACHINE,4843.11,116.63,75.53,21.78,3.48,0.838,100.0,257.22,3107,NORMAL,13.46,5,5
2025-05-10T05:28:33.704529,CNC-2645fa,CNC_MACHINE,4946.34,114.76,65.44,26.52,3.42,0.643,95.92,254.56,3080,FAILURE,121.55,5,5
2025-05-10T05:28:33.704529,CNC-601eea,CNC_MACHINE,5967.33,119.72,87.44,28.13,3.5,1.803,100.0,256.69,3110,FAILURE,124.48,5,5
2025-05-10T06:28:33.704529,CNC-cd1809,CNC_MACHINE,5105.09,124.47,63.39,26.93,3.45,0.225,100.0,254.77,3087,NORMAL,44.72,6,5
2025-05-10T06:28:33.704529,CNC-714ac9,CNC_MACHINE,5125.48,126.72,62.09,27.89,3.45,0.668,100.0,257.37,3109,NORMAL,13.61,6,5
2025-05-10T06:28:33.704529,CNC-2645fa,CNC_MACHINE,5644.63,114.76,65.44,26.52,3.42,0.643,95.92,254.72,3081,FAILURE,121.71,6,5
2025-05-10T06:28:33.704529,CNC-601eea,CNC_MACHINE,5094.03,120.98,64.61,25.44,3.5,0.22,100.0,256.78,3113,NORMAL,124.57,6,5
2025-05-10T07:28:33.704529,CNC-cd1809,CNC_MACHINE,4932.02,106.4,74.16,27.74,3.46,0.141,100.0,254.95,3088,FAILURE,44.89,7,5
2025-05-10T07:28:33.704529,CNC-714ac9,CNC_MACHINE,5020.46,116.21,63.67,27.53,3.47,0.722,100.0,257.48,3111,FAILURE,13.72,7,5
2025-05-10T07:28:33.704529,CNC-2645fa,CNC_MACHINE,4198.14,114.76,65.44,26.52,3.42,0.643,95.92,254.91,3083,FAILURE,121.9,7,5
2025-05-10T07:28:33.704529,CNC-601eea,CNC_MACHINE,4751.45,132.89,73.51,22.52,3.47,0.243,99.49,256.97,3115,NORMAL,124.76,7,5
2025-05-10T08:28:33.704529,CNC-cd1809,CNC_MACHINE,5236.07,127.68,70.87,22.69,3.53,0.297,100.0,255.1,3089,FAILURE,45.05,8,5
2025-05-10T08:28:33.704529,CNC-714ac9,CNC_MACHINE,5264.11,109.74,70.75,27.82,3.45,0.268,100.0,257.69,3114,NORMAL,13.93,8,5
2025-05-10T08:28:33.704529,CNC-2645fa,CNC_MACHINE,4198.14,114.76,90.63,26.52,3.42,0.643,95.92,255.08,3084,FAILURE,122.07,8,5
2025-05-10T08:28:33.704529,CNC-601eea,CNC_MACHINE,4751.45,132.89,73.51,37.89,2.28,0.243,99.49,257.07,3117,FAILURE,124.86,8,5
2025-05-10T09:28:33.704529,CNC-cd1809,CNC_MACHINE,5045.81,133.98,70.68,22.08,3.53,0.29,100.0,255.28,3092,NORMAL,45.23,9,5
2025-05-10T09:28:33.704529,CNC-714ac9,CNC_MACHINE,5264.11,109.74,70.75,32.01,2.16,0.268,100.0,257.87,3115,FAILURE,14.11,9,5
2025-05-10T09:28:33.704529,CNC-2645fa,CNC_MACHINE,5231.62,105.88,63.23,27.67,3.53,0.545,97.98,255.17,3085,FAILURE,122.16,9,5
2025-05-10T09:28:33.704529,CNC-601eea,CNC_MACHINE,4751.45,132.89,73.51,37.89,2.28,1.847,99.49,257.21,3119,FAILURE,125.01,9,5
2025-05-10T10:28:33.704529,CNC-cd1809,CNC_MACHINE,5153.88,121.52,75.02,27.63,3.53,0.88,100.0,255.38,3095,NORMAL,45.33,10,5
2025-05-10T10:28:33.704529,CNC-714ac9,CNC_MACHINE,4837.04,114.21,67.34,25.59,3.55,-0.038,100.0,257.99,3117,NORMAL,14.23,10,5
2025-05-10T10:28:33.704529,CNC-2645fa,CNC_MACHINE,5158.7,112.44,69.7,26.14,3.58,0.695,100.0,255.26,3087,FAILURE,122.25,10,5
2025-05-10T10:28:33.704529,CNC-601eea,CNC_MACHINE,4751.45,132.89,73.51,33.42,2.13,1.847,99.49,257.43,3120,FAILURE,125.22,10,5
2025-05-10T11:28:33.704529,CNC-cd1809,CNC_MACHINE,4740.9,110.54,79.97,21.71,3.52,0.683,100.0,255.53,3097,NORMAL,45.48,11,5
2025-05-10T11:28:33.704529,CNC-714ac9,CNC_MACHINE,5206.53,105.45,69.81,27.88,3.46,-0.018,100.0,258.16,3119,FAILURE,14.4,11,5
2025-05-10T11:28:33.704529,CNC-2645fa,CNC_MACHINE,5158.7,112.44,87.91,26.14,3.58,0.695,100.0,255.51,3089,FAILURE,122.5,11,5
2025-05-10T11:28:33.704529,CNC-601eea,CNC_MACHINE,5589.85,132.89,73.51,33.42,2.13,1.847,99.49,257.54,3123,FAILURE,125.34,11,5
2025-05-10T12:28:33.704529,CNC-cd1809,CNC_MACHINE,5021.12,125.36,65.53,26.68,3.51,0.491,100.0,255.73,3098,NORMAL,45.68,12,5
2025-05-10T12:28:33.704529,CNC-714ac9,CNC_MACHINE,5206.53,105.45,91.6,27.88,3.46,-0.018,100.0,258.24,3120,FAILURE,14.48,12,5
2025-05-10T12:28:33.704529,CNC-2645fa,CNC_MACHINE,5158.7,112.44,87.91,33.94,2.12,0.695,100.0,255.65,3092,FAILURE,122.64,12,5
2025-05-10T12:28:33.704529,CNC-601eea,CNC_MACHINE,5116.91,108.49,61.27,23.59,3.44,0.269,94.12,257.77,3124,NORMAL,125.57,12,5
2025-05-10T13:28:33.704529,CNC-cd1809,CNC_MACHINE,4922.87,103.89,72.85,21.9,3.5,0.786,100.0,255.88,3101,NORMAL,45.83,13,5
2025-05-10T13:28:33.704529,CNC-714ac9,CNC_MACHINE,5047.97,124.21,69.22,25.18,3.5,0.261,100.0,258.34,3122,NORMAL,14.58,13,5
2025-05-10T13:28:33.704529,CNC-2645fa,CNC_MACHINE,5094.18,133.67,64.43,25.04,3.52,0.744,91.2,255.74,3094,FAILURE,122.73,13,5
2025-05-10T13:28:33.704529,CNC-601eea,CNC_MACHINE,5108.98,118.31,64.47,25.04,3.45,0.768,100.0,257.97,3125,FAILURE,125.76,13,5
2025-05-10T14:28:33.704529,CNC-cd1809,CNC_MACHINE,4922.87,103.89,91.49,21.9,3.5,0.786,100.0,256.1,3103,FAILURE,46.04,14,5
2025-05-10T14:28:33.704529,CNC-714ac9,CNC_MACHINE,4755.83,125.9,77.97,25.9,3.43,0.82,100.0,258.45,3123,NORMAL,14.69,14,5
2025-05-10T14:28:33.704529,CNC-2645fa,CNC_MACHINE,5094.18,133.67,64.43,25.04,3.52,1.49,91.2,255.87,3095,FAILURE,122.86,14,5
2025-05-10T14:28:33.704529,CNC-601eea,CNC_MACHINE,5259.43,123.28,63.3,22.9,3.42,0.334,98.01,258.19,3127,NORMAL,125.98,14,5
2025-05-10T15:28:33.704529,CNC-cd1809,CNC_MACHINE,4954.32,112.15,66.98,23.54,3.51,0.285,100.0,256.27,3106,FAILURE,46.22,15,5
2025-05-10T15:28:33.704529,CNC-714ac9,CNC_MACHINE,4755.83,125.9,77.97,32.19,2.3,0.82,100.0,258.6,3124,FAILURE,14.84,15,5
2025-05-10T15:28:33.704529,CNC-2645fa,CNC_MACHINE,4865.05,107.52,70.55,24.73,3.49,0.229,98.99,256.09,3097,NORMAL,123.09,15,5
2025-05-10T15:28:33.704529,CNC-601eea,CNC_MACHINE,4830.32,134.54,63.58,25.82,3.49,0.376,97.02,258.36,3128,NORMAL,126.15,15,5
2025-05-10T16:28:33.704529,CNC-cd1809,CNC_MACHINE,5038.38,104.51,60.86,27.99,3.46,0.561,100.0,256.48,3108,NORMAL,46.42,16,5
2025-05-10T16:28:33.704529,CNC-714ac9,CNC_MACHINE,4755.83,125.9,93.95,32.19,2.3,0.82,100.0,258.74,3125,FAILURE,14.98,16,5
2025-05-10T16:28:33.704529,CNC-2645fa,CNC_MACHINE,5163.76,108.58,75.31,23.12,3.45,0.159,91.35,256.25,3098,NORMAL,123.24,16,5
2025-05-10T16:28:33.704529,CNC-601eea,CNC_MACHINE,4830.32,134.54,91.9,25.82,3.49,0.376,97.02,258.48,3130,FAILURE,126.27,16,5
2025-05-10T17:28:33.704529,CNC-cd1809,CNC_MACHINE,5170.77,114.94,66.19,26.05,3.51,0.59,100.0,256.65,3110,NORMAL,46.6,17,5
2025-05-10T17:28:33.704529,CNC-714ac9,CNC_MACHINE,4898.56,125.85,74.57,25.23,3.48,0.082,100.0,258.84,3128,FAILURE,15.08,17,5
2025-05-10T17:28:33.704529,CNC-2645fa,CNC_MACHINE,5147.61,109.38,63.11,27.5,3.46,-0.005,100.0,256.48,3099,FAILURE,123.48,17,5
2025-05-10T17:28:33.704529,CNC-601eea,CNC_MACHINE,5029.14,112.03,64.73,24.68,3.55,0.566,95.01,258.69,3133,NORMAL,126.49,17,5
2025-05-10T18:28:33.704529,CNC-cd1809,CNC_MACHINE,4876.61,122.63,70.91,28.16,3.55,0.29,100.0,256.74,3111,NORMAL,46.69,18,5
2025-05-10T18:28:33.704529,CNC-714ac9,CNC_MACHINE,4805.53,109.89,67.64,25.99,3.44,0.799,100.0,258.92,3131,FAILURE,15.16,18,5
2025-05-10T18:28:33.704529,CNC-2645fa,CNC_MACHINE,4759.78,115.58,65.36,26.09,3.53,0.096,93.82,256.65,3100,NORMAL,123.65,18,5
2025-05-10T18:28:33.704529,CNC-601eea,CNC_MACHINE,4936.42,114.9,70.06,23.58,3.53,0.44,99.1,258.85,3134,FAILURE,126.64,18,5
2025-05-10T19:28:33.704529,CNC-cd1809,CNC_MACHINE,4972.02,124.5,75.93,24.09,3.51,0.755,100.0,256.92,3112,NORMAL,46.86,19,5
2025-05-10T19:28:33.704529,CNC-714ac9,CNC_MACHINE,4877.19,126.16,70.97,24.43,3.47,0.349,100.0,259.04,3132,NORMAL,15.28,19,5
2025-05-10T19:28:33.704529,CNC-2645fa,CNC_MACHINE,4759.78,115.58,84.18,26.09,3.53,0.096,93.82,256.83,3102,FAILURE,123.82,19,5
2025-05-10T19:28:33.704529,CNC-601eea,CNC_MACHINE,4959.54,119.45,65.96,23.18,3.42,0.432,93.74,258.98,3137,NORMAL,126.78,19,5
2025-05-10T20:28:33.704529,CNC-cd1809,CNC_MACHINE,4972.02,124.5,75.93,35.81,1.8,0.755,100.0,257.16,3115,FAILURE,47.11,20,5
2025-05-10T20:28:33.704529,CNC-714ac9,CNC_MACHINE,5191.65,126.49,59.68,22.72,3.56,0.084,100.0,259.25,3135,NORMAL,15.49,20,5
2025-05-10T20:28:33.704529,CNC-2645fa,CNC_MACHINE,4922.5,114.51,65.98,25.65,3.47,0.089,92.48,256.91,3105,FAILURE,123.9,20,5
2025-05-10T20:28:33.704529,CNC-601eea,CNC_MACHINE,4959.54,119.45,87.78,23.18,3.42,0.432,93.74,259.16,3140,FAILURE,126.95,20,5
2025-05-10T21:28:33.704529,CNC-cd1809,CNC_MACHINE,4972.02,124.5,75.93,35.81,1.8,1.389,100.0,257.37,3118,FAILURE,47.31,21,5
2025-05-10T21:28:33.704529,CNC-714ac9,CNC_MACHINE,5071.41,119.57,69.02,22.77,3.53,0.808,100.0,259.45,3137,FAILURE,15.69,21,5
2025-05-10T21:28:33.704529,CNC-2645fa,CNC_MACHINE,4922.5,114.51,65.98,25.65,3.47,1.059,92.48,257.15,3107,FAILURE,124.15,21,5
2025-05-10T21:28:33.704529,CNC-601eea,CNC_MACHINE,5011.15,116.88,64.49,23.0,3.44,0.698,98.77,259.34,3143,FAILURE,127.13,21,5
2025-05-10T22:28:33.704529,CNC-cd1809,CNC_MACHINE,4972.02,124.5,75.93,35.81,1.8,1.711,100.0,257.53,3121,FAILURE,47.47,22,5
2025-05-10T22:28:33.704529,CNC-714ac9,CNC_MACHINE,5152.93,125.56,79.81,24.13,3.48,0.11,100.0,259.68,3139,FAILURE,15.92,22,5
2025-05-10T22:28:33.704529,CNC-2645fa,CNC_MACHINE,5158.66,123.19,61.96,27.82,3.5,0.11,100.0,257.37,3108,NORMAL,124.37,22,5
2025-05-10T22:28:33.704529,CNC-601eea,CNC_MACHINE,5011.15,116.88,64.49,33.15,2.26,0.698,98.77,259.54,3145,FAILURE,127.33,22,5
2025-05-10T23:28:33.704529,CNC-cd1809,CNC_MACHINE,4940.4,115.8,79.73,25.09,3.49,0.047,100.0,257.63,3123,NORMAL,47.57,23,5
2025-05-10T23:28:33.704529,CNC-714ac9,CNC_MACHINE,5116.97,111.42,76.26,27.6,3.53,0.452,100.0,259.8,3141,NORMAL,16.04,23,5
2025-05-10T23:28:33.704529,CNC-2645fa,CNC_MACHINE,5076.54,112.58,66.24,25.78,3.52,0.179,96.89,257.51,3109,FAILURE,124.5,23,5
2025-05-10T23:28:33.704529,CNC-601eea,CNC_MACHINE,5200.66,114.92,74.02,26.94,3.48,0.402,95.73,259.65,3147,NORMAL,127.44,23,5
2025-05-11T00:28:33.704529,CNC-cd1809,CNC_MACHINE,4874.31,103.77,62.83,27.73,3.51,0.4,100.0,257.82,3126,NORMAL,47.77,0,6
2025-05-11T00:28:33.704529,CNC-714ac9,CNC_MACHINE,5116.97,111.42,86.17,27.6,3.53,0.452,100.0,259.91,3144,FAILURE,16.15,0,6
2025-05-11T00:28:33.704529,CNC-2645fa,CNC_MACHINE,5082.91,127.09,74.65,22.66,3.53,0.435,100.0,257.7,3111,NORMAL,124.69,0,6
2025-05-11T00:28:33.704529,CNC-601eea,CNC_MACHINE,5164.23,119.2,78.91,23.3,3.43,0.331,97.05,259.88,3150,NORMAL,127.68,0,6
2025-05-11T01:28:33.704529,CNC-cd1809,CNC_MACHINE,5239.7,112.53,78.49,21.6,3.51,0.591,100.0,258.0,3128,NORMAL,47.95,1,6
2025-05-11T01:28:33.704529,CNC-714ac9,CNC_MACHINE,5279.92,111.99,76.16,24.09,3.44,-0.001,100.0,260.07,3145,FAILURE,16.31,1,6
2025-05-11T01:28:33.704529,CNC-2645fa,CNC_MACHINE,5183.95,117.6,63.51,25.99,3.58,0.754,100.0,257.88,3114,NORMAL,124.88,1,6
2025-05-11T01:28:33.704529,CNC-601eea,CNC_MACHINE,5164.23,119.2,78.91,33.83,2.09,0.331,97.05,260.06,3152,FAILURE,127.85,1,6
2025-05-11T02:28:33.704529,CNC-cd1809,CNC_MACHINE,5239.7,112.53,88.13,21.6,3.51,0.591,100.0,258.25,3131,FAILURE,48.19,2,6
2025-05-11T02:28:33.704529,CNC-714ac9,CNC_MACHINE,5267.81,117.27,66.12,22.14,3.45,0.709,100.0,260.18,3148,NORMAL,16.42,2,6
2025-05-11T02:28:33.704529,CNC-2645fa,CNC_MACHINE,4750.04,127.86,71.35,27.21,3.47,0.679,94.32,257.97,3117,FAILURE,124.97,2,6
2025-05-11T02:28:33.704529,CNC-601eea,CNC_MACHINE,4724.94,116.31,73.91,25.97,3.52,0.581,99.3,260.18,3155,NORMAL,127.97,2,6
2025-05-11T03:28:33.704529,CNC-cd1809,CNC_MACHINE,5530.49,112.53,88.13,21.6,3.51,0.591,100.0,258.49,3134,FAILURE,48.44,3,6
2025-05-11T03:28:33.704529,CNC-714ac9,CNC_MACHINE,5267.81,117.27,93.88,22.14,3.45,0.709,100.0,260.29,3151,FAILURE,16.53,3,6
2025-05-11T03:28:33.704529,CNC-2645fa,CNC_MACHINE,5240.88,104.48,78.81,22.7,3.54,0.271,95.14,258.12,3119,FAILURE,125.11,3,6
2025-05-11T03:28:33.704529,CNC-601eea,CNC_MACHINE,4917.19,116.97,69.31,26.67,3.47,0.015,100.0,260.32,3157,FAILURE,128.11,3,6
2025-05-11T04:28:33.704529,CNC-cd1809,CNC_MACHINE,5530.49,112.53,88.13,33.66,2.02,0.591,100.0,258.63,3135,FAILURE,48.58,4,6
2025-05-11T04:28:33.704529,CNC-714ac9,CNC_MACHINE,4962.35,129.0,70.2,26.23,3.5,0.071,100.0,260.49,3154,FAILURE,16.73,4,6
2025-05-11T04:28:33.704529,CNC-2645fa,CNC_MACHINE,4929.08,110.97,70.41,26.15,3.49,0.186,100.0,258.29,3120,NORMAL,125.29,4,6
2025-05-11T04:28:33.704529,CNC-601eea,CNC_MACHINE,5067.55,120.85,79.01,26.07,3.48,0.524,94.21,260.44,3159,FAILURE,128.23,4,6
2025-05-11T05:28:33.704529,CNC-cd1809,CNC_MACHINE,5530.49,112.53,88.13,32.68,2.17,0.591,100.0,258.82,3138,FAILURE,48.77,5,6
2025-05-11T05:28:33.704529,CNC-714ac9,CNC_MACHINE,5125.19,132.02,79.04,22.29,3.51,0.358,100.0,260.7,3155,NORMAL,16.94,5,6
2025-05-11T05:28:33.704529,CNC-2645fa,CNC_MACHINE,4906.76,111.33,74.89,23.37,3.54,0.231,93.81,258.5,3122,FAILURE,125.49,5,6
2025-05-11T05:28:33.704529,CNC-601eea,CNC_MACHINE,5067.55,120.85,94.16,26.07,3.48,0.524,94.21,260.62,3161,FAILURE,128.41,5,6
2025-05-11T06:28:33.704529,CNC-cd1809,CNC_MACHINE,5235.73,104.12,73.87,23.82,3.48,0.092,100.0,259.0,3141,FAILURE,48.95,6,6
